517,13:57,87
519,14:00,87
521,14:03,87
522,14:06,84
524,14:09,87
526,14:12,86
528,14:15,86
530,14:18,86
532,14:21,87
533,14:24,86
535,14:27,81
537,14:30,86
539,14:33,81
541,14:36,83
543,14:39,84
545,14:42,84
546,14:45,83
548,14:48,4
550,14:51,81
552,14:54,81
554,14:57,87
556,15:00,88
558,15:03,86
559,15:06,88
561,15:09,84
563,15:12,79
565,15:15,81
567,15:18,82
569,15:21,81
571,15:24,87
572,15:27,87
574,15:30,83
576,15:33,83
578,15:36,81
580,15:39,82
582,15:42,84
584,15:45,84
585,15:48,83
587,15:51,86
589,15:54,4
591,15:57,4
593,16:00,4
595,16:03,78
596,16:06,83
598,16:09,82
600,16:12,82
602,16:15,4
604,16:18,89
606,16:21,4
608,16:24,89
609,16:27,4
611,16:30,81
613,16:33,79
615,16:36,78
617,16:39,81
619,16:42,4
621,16:45,4
622,16:48,80
624,16:51,76
626,16:54,78
628,16:57,81
630,17:00,80
632,17:03,79
634,17:06,81
635,17:09,78
637,17:12,75
639,17:15,74
641,17:18,79
643,17:21,72
645,17:24,48
646,17:27,19
648,17:30,12
650,17:33,22
652,17:36,19
654,17:39,4
656,17:42,4
658,17:45,4
659,17:48,4
661,17:51,4
663,17:54,4
665,17:57,4
667,18:00,4
669,18:03,4
671,18:06,4
672,18:09,4
674,18:12,4
676,18:15,4
678,18:18,4
680,18:21,4
682,18:24,4
684,18:27,4
685,18:30,4
687,18:33,4
689,18:36,4
691,18:39,4
693,18:42,4
695,18:45,4
696,18:48,4
698,18:51,4
700,18:54,4
702,18:57,4
704,19:00,4
706,19:03,4
708,19:06,4
709,19:09,4
711,19:12,4
713,19:15,4
715,19:18,4
717,19:21,4
719,19:24,4
721,19:27,4
722,19:30,4
724,19:33,4
726,19:36,4
728,19:39,4
730,19:42,4
732,19:45,4
734,19:48,4
735,19:51,4
737,19:54,4
739,19:57,83
741,20:00,65
743,20:03,88
745,20:06,89
747,20:09,89
748,20:12,87
750,20:15,76
752,20:18,4
754,20:21,4
756,20:24,4
758,20:27,4
759,20:30,39
761,20:33,31
763,20:36,33
765,20:39,72
767,20:42,50
769,20:45,42
771,20:48,56
772,20:51,39
774,20:54,50
776,20:57,37
778,21:00,4
780,21:03,4
782,21:06,4
784,21:09,4
785,21:12,27
787,21:15,45
789,21:18,41
791,21:21,28
793,21:24,36
795,21:27,30
797,21:30,32
798,21:33,33
800,21:36,27
802,21:39,24
804,21:42,36
806,21:45,27
808,21:48,38
809,21:51,39
811,21:54,32
813,21:57,67
815,22:00,33
817,22:03,34
819,22:06,24
821,22:09,59
822,22:12,29
824,22:15,28
826,22:18,22
828,22:21,33
830,22:24,27
832,22:27,22
834,22:30,22
835,22:33,23
837,22:36,22
839,22:39,24
841,22:42,22
843,22:45,23
845,22:48,24
847,22:51,4
848,22:54,24
850,22:57,18
852,23:00,19
854,23:03,20
856,23:06,23
858,23:09,21
860,23:12,26
861,23:15,24
863,23:18,29
865,23:21,23
867,23:24,38
869,23:27,29
871,23:30,26
872,23:33,27
874,23:36,29
876,23:39,23
878,23:42,27
880,23:45,34
882,23:48,22
884,23:51,23
885,23:54,22
887,23:57,26
